Beer,Brewery,Style,YourRating,GlobalRating,FirstCheckIn,RecentCheckIn
Dragon's Milk Reserve: Orange Chocolate,New Holland Brewing,Stout - Imperial / Double,3.75,3.7,01/25/19,07/20/19
Vanilla Noir,Prairie Artisan Ales,Stout - Imperial / Double Oatmeal,4.5,4.28,01/19/19,01/19/19
Vanilla Big Hugs,Half Acre Beer Company,Stout - Imperial / Double,4.25,4.04,01/19/19,01/19/19
Rhythm Is Life,Mikerphone Brewing,Stout - Imperial / Double,4.25,4.12,01/19/19,01/19/19
The Nuttiest Professor,Avery Brewing Co.,Stout - Imperial / Double,4,4.18,01/19/19,01/19/19
Cran-bic (2018),New Glarus Brewing Company,Lambic - Fruit,4,4.14,01/18/19,01/18/19
"Hazepocalypse: Peace, Freedom, And Bacon & Eggs",Big Grove Brewery,IPA - Imperial / Double New England / Hazy,4.5,4.14,01/16/19,01/16/19
Jesus On A Forklift,Exile Brewing Company,Stout - Imperial / Double,4.5,4.06,01/15/19,01/15/19
Dragon's Milk Reserve: S’mores (2018),New Holland Brewing,Stout - Imperial / Double,4,4.26,01/12/19,01/12/19
Supa' Sumo,Toppling Goliath Brewing Co.,IPA - Imperial / Double,4.5,4.26,01/10/19,07/17/19
Salted Caramel Latte Stout,Jackson Street Brewing,Stout - Imperial / Double Coffee,4.5,4.22,01/06/19,01/06/19
Bourbon County Brand Midnight Orange Stout (2018),Goose Island Beer Co.,Stout - Imperial / Double,4.75,4.28,01/06/19,01/06/19
Li'l Tart,515 Brewing Company,Sour - Berliner Weisse,4,3.46,01/04/19,01/04/19
Double Dry Hop Pseudo Sue,Toppling Goliath Brewing Co.,Pale Ale - New England / Hazy,4.75,4.33,12/28/18,08/07/19
Flagchip,Barn Town Brewing,Stout - Imperial / Double Milk,4.5,4.01,12/27/18,11/28/19
Even More Jesus Bourbon Maple Syrup Barrel-Aged,Evil Twin Brewing,Stout - Imperial / Double,4.25,4.33,12/27/18,12/27/18
El Jefe (2015),Madhouse Brewing Company,Stout - Imperial / Double,4.25,4.1,12/27/18,12/27/18
Raspberry Tart,New Glarus Brewing Company,Lambic - Framboise,4.5,4.2,12/26/18,05/26/19
"Gamma, Gamma Ray!",Toppling Goliath Brewing Co.,IPA - Imperial / Double New England / Hazy,4.25,4.09,12/24/18,12/24/18
Spotted Cow,New Glarus Brewing Company,Farmhouse Ale - Other,3,3.89,12/23/18,12/23/18
V.I.P. (2018),Madhouse Brewing Company,Porter - Imperial / Double,4.75,4.35,12/22/18,07/20/19
Batch 1000 Hazy Double IPA,Confluence Brewing Company,IPA - Imperial / Double New England / Hazy,4,4.1,12/21/18,12/21/18
Pomegranate Bohemian,Exile Brewing Company,Sour - Berliner Weisse,4.25,3.87,12/21/18,01/08/19
Barrel-Aged Pentagram,Surly Brewing Company,Sour - Other,4.5,4.09,12/19/18,12/19/18
Sosus,Toppling Goliath Brewing Co.,IPA - Imperial / Double,4.5,4.26,12/16/18,12/25/18
Candy Is Dandy,Flix Brewhouse,Porter - Other,3.75,3.62,12/15/18,12/15/18
Enthusiast Double IPA,Flix Brewhouse,IPA - Imperial / Double New England / Hazy,3.25,3.88,12/15/18,12/15/18
Cicada Killer (Red) (2018),Barn Town Brewing,Stout - Imperial / Double,4,4.09,12/14/18,12/14/18
Appaloosa,Barn Town Brewing,IPA - New England / Hazy,4.5,4.11,12/14/18,12/19/18
Gold Coin,Backpocket Brewing,Lager - Helles,3.5,3.45,12/13/18,12/13/18
Ruthie,Exile Brewing Company,Lager - Pale,3.5,3.59,12/13/18,12/13/18
Life Is Rhythm,Barn Town Brewing,Stout - Imperial / Double Milk,4.25,3.98,12/13/18,12/13/18
Pineapple Leche,Backpocket Brewing,IPA - Milkshake,4,4.01,12/11/18,12/11/18
Willettized Coffee Stout (2018),Lagunitas Brewing Company,Stout - Imperial / Double Coffee,4,4.2,12/10/18,04/29/19
Dragon's Milk Reserve: Banana Coconut,New Holland Brewing,Stout - Imperial / Double,4,4.09,12/05/18,12/05/18
Wake the F Up Iowa,Backpocket Brewing,Stout - Imperial / Double Coffee,4.5,4.2,12/01/18,12/01/18
Bourbon County Brand Coffee Barleywine (2018),Goose Island Beer Co.,Barleywine - English,4.75,4.29,12/01/18,12/01/18
Looky Looky,Barn Town Brewing,IPA - Imperial / Double New England / Hazy,4.5,4.16,12/01/18,12/01/18
Bourbon Barrel-Aged Ten FIDY (2018),Oskar Blues Brewery,Stout - Imperial / Double,4.75,4.38,11/30/18,12/23/18
Old Brompton English Barleywine,Court Avenue Brewing Company,Barleywine - English,4,3.81,11/28/18,11/28/18
The Series #8 - Tropical IPA,Court Avenue Brewing Company,IPA - American,4,3.69,11/28/18,11/28/18
CABCo. Session Ale,Court Avenue Brewing Company,Blonde Ale,2.75,3.4,11/28/18,11/28/18
Honest Lawyer IPA,Court Avenue Brewing Company,IPA - American,4,3.53,11/28/18,04/11/19
Heads Will Roll,Mikerphone Brewing,IPA - American,4.25,4.12,11/26/18,01/13/19
Bourbon County Brand Stout (2018) 14.7%,Goose Island Beer Co.,Stout - Imperial / Double,5,4.47,11/25/18,11/29/18
Beatnik Sour,Exile Brewing Company,Sour - Berliner Weisse,4,3.7,11/25/18,11/25/18
Serendipity,New Glarus Brewing Company,Fruit Beer,4,4.2,11/24/18,11/24/18
Cocoa Mint Milk Stout,SingleSpeed Brewing Company,Stout - Milk / Sweet,4,3.7,11/23/18,12/16/18
Moon Man,New Glarus Brewing Company,Pale Ale - American,3.75,3.83,11/22/18,05/26/19
Harvest Ale,Founders Brewing Co.,IPA - American,4,3.93,11/21/18,11/21/18
Easy Eddy,Big Grove Brewery,IPA - New England / Hazy,4.5,3.94,11/17/18,03/15/19
Bud Light,Anheuser-Busch,Lager - American Light,0.25,2.33,11/17/18,11/17/18
Darkness,Surly Brewing Company,Stout - Russian Imperial,4.5,4.2,11/17/18,11/17/18
Killer Queen,Flix Brewhouse,IPA - Brut,3.75,3.53,11/16/18,11/16/18
Triwizard Tripel,Flix Brewhouse - Des Moines,Belgian Tripel,4,3.84,11/16/18,11/16/18
Zach's Mexican Donuts,SingleSpeed Brewing Company,Stout - Oatmeal,4,3.95,11/15/18,11/15/18
OG,Peace Tree Brewing Company,Sour - Fruited Gose,4,3.72,11/09/18,05/23/19
Drumroll,Odell Brewing Co.,Pale Ale - New England / Hazy,3.75,3.75,11/09/18,11/09/18
SeaQuench Ale,Dogfish Head Craft Brewery,Sour - Fruited Gose,3.75,3.7,11/09/18,11/09/18
Foeder John's Sour Ale,Confluence Brewing Company,Sour - Other,3.75,3.66,11/09/18,11/09/18
Turtle Hunter,Big Grove Brewery,IPA - New England / Hazy,4.5,4.11,11/09/18,04/11/19
Changeling - Dark Sour Ale,Boulevard Brewing Co.,Wild Ale - American,4.5,3.97,11/09/18,11/09/18
Dark Infusion Coffee Milk Stout,Summit Brewing Company,Stout - Imperial / Double Milk,4,4.03,11/09/18,11/09/18
Breakfast Stout,Founders Brewing Co.,Stout - Oatmeal,4,4.12,11/09/18,11/09/18
Brown Shugga',Lagunitas Brewing Company,Strong Ale - American,3,3.74,11/09/18,11/09/18
Acova Black Walnut Ale,Firetrucker Brewery,Brown Ale - American,4,3.79,11/09/18,11/09/18
Sobremesa Stout,Exile Brewing Company,Stout - Other,4,3.74,11/09/18,11/09/18
Color TV,Big Grove Brewery,IPA - Imperial / Double New England / Hazy,4.25,4.25,11/09/18,11/09/18
lo-pHizzibility,SingleSpeed Brewing Company,Sour - Berliner Weisse,3.75,3.81,11/09/18,11/09/18
Coconut CocO Stout,West O Beer,Stout - American,4,3.83,11/09/18,11/09/18
"Fire, Skulls & Money",Toppling Goliath Brewing Co.,IPA - New England / Hazy,4.75,4.22,11/03/18,12/12/18
Canadian Breakfast Stout (CBS) (2017),Founders Brewing Co.,Stout - Imperial / Double Coffee,5,4.52,11/03/18,12/24/19
Chocolate Peanut Butter Treat,Jackson Street Brewing,Porter - Imperial / Double,4.25,4.12,10/31/18,10/31/18
Extinction Event - Cashmere & Mosaic,Confluence Brewing Company,IPA - New England / Hazy,4,4.06,10/30/18,11/05/18
Des Moines IPA,Confluence Brewing Company,IPA - American,3.75,3.77,10/30/18,02/28/20
Tip the Cow,SingleSpeed Brewing Company,Stout - Coffee,4,3.97,10/30/18,06/07/21
Radial IPA,Infusion Brewing Company,IPA - American,3,3.6,10/28/18,10/28/18
Canadian Breakfast Stout (CBS) (2018),Founders Brewing Co.,Stout - Imperial / Double Coffee,5,4.44,10/28/18,10/28/18
Jeremy and the Giant Peach,SingleSpeed Brewing Company,Sour - Fruited,4,3.7,10/26/18,10/26/18
Golden Nugget,Toppling Goliath Brewing Co.,IPA - American,4.5,3.99,10/26/18,03/31/19
CocO Stout,West O Beer,Stout - Milk / Sweet,4,3.9,10/25/18,10/25/18
Pseudo Sue,Toppling Goliath Brewing Co.,Pale Ale - American,4.25,4.13,10/25/18,04/06/19
Barrel Aged Oktoberfest,Millstream Brewing,Märzen,4,3.96,10/24/18,10/24/18
Des Moines 26.2 Brew,Samuel Adams,Wheat Beer - Witbier / Blanche,5,3.34,10/21/18,10/21/18
Axe Man,Surly Brewing Company,IPA - American,4,4.13,10/19/18,10/25/18
Curmudgeon’s Better Half (2018),Founders Brewing Co.,Old Ale,3.75,4.17,10/19/18,10/19/18
Lemon Blueberry Bar,Backpocket Brewing,Sour - Smoothie / Pastry,4.5,3.87,10/19/18,10/19/18
Umbra Chocostout,Flix Brewhouse,Stout - Milk / Sweet,3.75,3.74,10/18/18,10/18/18
C Is For Cherry,Evil Twin Brewing,Sour - Fruited Gose,4,3.82,10/18/18,10/18/18
Summer Jam,Big Grove Brewery,Sour - Fruited Berliner Weisse,4,3.9,10/18/18,10/18/18
Strawberry Cream Pop,Decadent Ales,IPA - Imperial / Double Milkshake,3.75,3.86,10/18/18,10/18/18
Ekuanot Touch This NEIPA,5ive Cities Brewing,IPA - New England / Hazy,3.75,3.79,10/18/18,10/18/18
Brewer's Reserve Cassian Sunset (2018),Central Waters Brewing Company,Stout - Imperial / Double Coffee,4.25,4.27,10/15/18,12/13/18
Thresher,Toppling Goliath Brewing Co.,Wheat Beer - American Pale Wheat,4,3.97,10/08/18,10/08/18
Milkshake IPA,Untitled Art,IPA - Milkshake,4,4.15,10/06/18,10/06/18
Bourbon County Brand Stout,Goose Island Beer Co.,Stout - Imperial / Double,5,4.38,10/06/18,03/08/19
Pompeii,Toppling Goliath Brewing Co.,IPA - American,4.25,4.04,10/05/18,01/29/20
IPA,Lagunitas Brewing Company,IPA - American,3.5,3.71,10/05/18,10/25/18
S’mores Porter,Backpocket Brewing,Porter - American,3.75,3.64,10/04/18,10/09/18
OJ IPA,515 Brewing Company,Wheat Beer - American Pale Wheat,4,3.88,10/03/18,10/03/18
Stone Xocoveza,Stone Brewing,Stout - Imperial / Double Milk,4.25,4.03,10/02/18,10/16/18
Oktoberfest,Exile Brewing Company,Märzen,3,3.72,09/29/18,09/29/18
Carpe Diem (2018),Madhouse Brewing Company,Stout - Imperial / Double,5,4.5,09/28/18,03/19/21
Maple Pecanye West,Barn Town Brewing,Stout - Imperial / Double Milk,4.75,4.26,09/28/18,11/22/18
Willettized Coffee Stout (2017),Lagunitas Brewing Company,Stout - Imperial / Double Coffee,4.75,4.23,09/28/18,09/09/19
Cucumber Crush,10 Barrel Brewing Co.,Sour - Berliner Weisse,4,3.79,09/28/18,09/28/18
Abraxxxas,Freigeist Bierkultur,Historical Beer - Lichtenhainer,4,3.49,09/28/18,09/28/18
Decorah's Sweetheart,Pulpit Rock Brewing Company,IPA - American,4.5,4.2,09/28/18,09/28/18
G.C. Nebula,Exile Brewing Company,IPA - Imperial / Double,4,3.99,09/25/18,09/25/18
Saftshake,Pulpit Rock Brewing Company,IPA - New England / Hazy,4.25,4.22,09/24/18,09/24/18
Rhyme Animal,Pulpit Rock Brewing Company,IPA - Imperial / Double,5,4.3,09/24/18,09/24/18
A House Divided,Backpocket Brewing,IPA - New England / Hazy,4,3.92,09/21/18,09/25/19
Sunkissed Sour,Kalona Brewing Company,Sour - Other,4,3.45,09/21/18,10/03/18
King Sue,Toppling Goliath Brewing Co.,IPA - Imperial / Double New England / Hazy,4.75,4.32,02/24/17,07/31/19
Busch Light,Anheuser-Busch,Lager - American Light,3,2.55,12/21/16,11/25/18
Candy Shane Stout,Rock Bottom Restaurant & Brewery,Stout - American,2,3.38,12/21/16,12/21/16
